Gene,log2FoldChange,baseMean,pvalue
ENSG00000173137,-0.178114517,177.8734336,0.440286885
ENSG00000127720,0.150505014,115.5874488,0.440184852
ENSG00000227195,-0.195574183,80.47348603,0.439991961
ENSG00000134852,0.09069478,1004.772238,0.440583024
ENSG00000129347,0.115474832,1956.08597,0.44030612
ENSG00000139679,0.180938225,298.9363709,0.440956982
ENSG00000174950,0.184712802,119.0863205,0.440952422
ENSG00000163703,0.137601097,774.8015441,0.440919233
ENSG00000154760,0.166982713,2092.997374,0.440971089
ENSG00000196653,0.198015136,109.5624867,0.440721458
ENSG00000144554,0.105421658,2704.153945,0.440773064
ENSG00000183864,-0.106349957,1974.939424,0.441241017
ENSG00000234284,-0.163679143,132.8778698,0.441215598
ENSG00000166342,0.200630955,190.8555833,0.441422453
ENSG00000075151,0.105885822,4636.793012,0.441512204
ENSG00000250312,-0.159917098,311.8259531,0.441842567
ENSG00000136235,-0.193540159,44.54079268,0.441754214
ENSG00000114923,0.152010576,436.1314836,0.441762327
ENSG00000062822,0.118079428,2663.814432,0.441839079
ENSG00000156787,-0.124523974,833.266863,0.442035093
ENSG00000035499,-0.117025348,2048.906799,0.44218127
ENSG00000121988,-0.144307416,475.4318781,0.442213732
ENSG00000180776,0.151355788,957.3826003,0.442334992
ENSG00000067248,0.110583959,1342.760954,0.442474782
ENSG00000236008,0.171137336,133.7012719,0.442587247
ENSG00000240024,0.102969799,284.5756929,0.442426843
ENSG00000101057,-0.10248836,3720.517462,0.442551781
ENSG00000106327,-0.143251824,108.5583374,0.442603496
ENSG00000170502,-0.162604651,1094.484879,0.442696561
ENSG00000186715,0.182324015,291.8645127,0.442775
ENSG00000239218,0.188730066,62.76741457,0.443003959
ENSG00000136045,-0.089963137,1623.826446,0.44295535
ENSG00000270641,-0.193262937,172.2089993,0.443153209
ENSG00000033800,-0.139734092,676.4862495,0.443396004
ENSG00000114302,-0.097036871,1095.795604,0.443530138
ENSG00000183688,-0.139903982,919.2540694,0.443721275
ENSG00000143753,-0.189318606,2355.513312,0.443931628
ENSG00000168434,-0.113483836,422.7431496,0.443919378
ENSG00000053747,-0.200878018,51.08281843,0.44410735
ENSG00000159459,0.109553166,853.3242279,0.444220169
ENSG00000059122,-0.15275748,563.7278683,0.444305622
ENSG00000273117,0.169182695,91.13391883,0.444348009
ENSG00000160271,0.135528677,1007.393497,0.444416528
ENSG00000170776,0.125273042,1600.188762,0.444691569
ENSG00000155008,0.165308926,66.02155,0.444704419
ENSG00000171954,-0.128235141,180.7390778,0.444661408
ENSG00000174871,-0.125649356,225.4601786,0.444743707
ENSG00000119231,0.108983026,1068.488461,0.444874271
ENSG00000198732,0.200733902,684.1654943,0.444838196
ENSG00000169372,-0.161233774,136.1847006,0.444991482
ENSG00000163053,-0.179526677,226.4814584,0.444939501
ENSG00000181234,0.125823227,188.3511983,0.445212568
ENSG00000196247,0.168638052,1200.772969,0.445168187
ENSG00000100360,0.110626685,1102.007182,0.445132635
ENSG00000175662,-0.151765214,112.0557569,0.445338639
ENSG00000047579,-0.133975072,262.109182,0.445689047
ENSG00000118600,0.12548651,262.9216782,0.445526268
ENSG00000173530,0.154222442,861.324585,0.445668647
ENSG00000162174,-0.13453909,371.583855,0.445672056
ENSG00000189337,0.141400261,412.1009739,0.445605919
ENSG00000260793,0.200427851,54.20513049,0.445854883
ENSG00000228223,-0.134984689,597.6731685,0.445822017
ENSG00000228451,-0.191540743,84.09523036,0.445797254
ENSG00000032444,0.138709705,3180.815467,0.446110961
ENSG00000065621,-0.179820834,327.3455496,0.446094012
ENSG00000100994,0.096709593,1929.255465,0.44604383
ENSG00000164742,0.144172703,1455.86863,0.446057987
ENSG00000137338,0.100617296,339.2063111,0.446139121
ENSG00000114388,-0.12103109,551.8089686,0.446197006
ENSG00000205339,0.128344775,11766.713,0.446373756
ENSG00000182389,-0.144944787,218.7141774,0.446540895
ENSG00000132964,-0.124363685,1011.43038,0.446675942
ENSG00000172731,-0.138856522,789.7560986,0.446709757
ENSG00000198056,-0.109261177,1000.852015,0.446712134
ENSG00000245060,-0.162613527,225.7954608,0.44676543
ENSG00000167333,-0.149223209,226.0341901,0.447123257
ENSG00000134759,-0.088217081,3359.610464,0.447175769
ENSG00000156599,0.123567871,2605.217411,0.447284699
ENSG00000187801,0.121012874,164.6481376,0.447357342
ENSG00000129968,0.115824657,1070.652523,0.447494804
ENSG00000068878,0.084565524,3532.647011,0.447605213
ENSG00000104450,0.168527798,67.02701819,0.447824951
ENSG00000241186,-0.19517926,14457.44876,0.447810864
ENSG00000183735,-0.091282666,865.1877115,0.448049082
ENSG00000138172,0.14073052,100.0483472,0.448013257
ENSG00000168610,0.104942181,2993.497168,0.448094898
ENSG00000167100,-0.153322098,193.4365524,0.448213484
ENSG00000113555,0.173851758,44.93380009,0.44826768
ENSG00000258301,0.137949059,127.1908739,0.448414256
ENSG00000198742,-0.117688765,911.1105319,0.448474961
ENSG00000133619,0.110352001,451.7116915,0.44848453
ENSG00000198221,0.155287205,235.5779978,0.44866489
ENSG00000153446,-0.182198543,46.4387153,0.448831355
ENSG00000122642,-0.106829511,489.0612599,0.448693865
ENSG00000167264,-0.11322874,383.7311517,0.448571087
ENSG00000066557,-0.106266784,1475.655519,0.448817244
ENSG00000205485,0.152190816,69.43481434,0.448739896
ENSG00000101096,-0.156427203,59.93811531,0.449215534
ENSG00000118733,0.193369401,64.85015404,0.449219963
ENSG00000159348,0.113584975,577.7525156,0.44909581
ENSG00000078124,0.140015528,882.3222334,0.449213995
ENSG00000153066,0.139633858,335.6039545,0.449023049
ENSG00000149743,-0.132641735,499.056816,0.449102418
ENSG00000066651,-0.102773248,957.1032236,0.449431471
ENSG00000145476,0.187856873,151.0678378,0.449524109
ENSG00000076003,-0.079246017,4475.298589,0.44956488
ENSG00000227896,0.158100454,93.50377831,0.449902501
ENSG00000168243,-0.171247385,1067.922134,0.450022426
ENSG00000083814,-0.126740354,234.2574653,0.450066987
ENSG00000215154,0.137687361,156.5167894,0.450120465
ENSG00000164880,0.112651952,4354.399385,0.449835391
ENSG00000133703,-0.110641186,2984.463028,0.450083191
ENSG00000155657,0.195740293,340.409462,0.450071117
ENSG00000090006,-0.146551174,3002.907774,0.450143764
ENSG00000143321,-0.095683899,9224.676659,0.450399697
ENSG00000066422,0.095787573,785.4910843,0.450532231
ENSG00000113108,0.147792442,469.4269783,0.450510458
ENSG00000188177,-0.190022063,515.9444032,0.45034864
ENSG00000144306,-0.150773014,269.9550199,0.450500459
ENSG00000164867,-0.165362363,98.56419819,0.450608986
ENSG00000166025,0.193269958,1427.194046,0.450717601
ENSG00000115415,-0.142447859,2040.909543,0.450782081
ENSG00000104756,-0.117345738,757.1432821,0.450873213
ENSG00000116209,0.133550977,3047.486607,0.451094798
ENSG00000102934,-0.175735134,122.0570406,0.451121373
ENSG00000123600,0.124678383,1359.720538,0.451040293
ENSG00000148948,0.198243217,65.89033204,0.451293721
ENSG00000101811,0.110939942,742.6628344,0.451269769
ENSG00000143537,0.10416849,1285.813549,0.451520152
ENSG00000213713,0.151862252,126.4167526,0.451919835
ENSG00000112902,0.150626797,842.2392816,0.451976059
ENSG00000165525,0.086654842,1392.080669,0.451777491
ENSG00000146555,-0.111186879,716.6133735,0.451898498
ENSG00000121578,0.172192743,1737.43476,0.451938284
ENSG00000179954,0.176524933,90.06077451,0.45214856
ENSG00000185156,-0.186874728,107.9381177,0.452537396
ENSG00000077097,-0.116463934,7863.837136,0.452517894
ENSG00000184381,-0.170970284,498.991663,0.452837515
ENSG00000135926,-0.119730724,1047.567254,0.452991811
ENSG00000205133,-0.167755373,258.6719565,0.453118229
ENSG00000199145,0.188678605,67.04906754,0.453426873
ENSG00000164631,-0.138449222,1048.843861,0.453460435
ENSG00000144283,-0.152169362,2513.458354,0.453344419
ENSG00000178075,-0.196068391,93.39396567,0.453575958
ENSG00000196505,0.094414279,409.5937615,0.453405275
ENSG00000106571,0.169130793,1246.025636,0.453580731
ENSG00000144218,0.195538608,93.13161265,0.453534085
ENSG00000204923,-0.123485823,142.7949686,0.454098459
ENSG00000099860,-0.1837852,82.35478067,0.45392553
ENSG00000160691,0.09881149,4028.456839,0.454029093
ENSG00000269131,0.156284975,349.8114599,0.454082833
ENSG00000253846,0.194184868,260.0707687,0.453892061
ENSG00000228989,-0.152153863,77.04963699,0.454080655
ENSG00000173848,-0.10398382,2286.413406,0.454095591
ENSG00000153207,0.10812986,2730.236662,0.454063911
ENSG00000109189,-0.097503521,1666.257795,0.4540409
ENSG00000166171,-0.145651343,364.3856159,0.454197379
ENSG00000223764,0.196323396,52.22391131,0.454463104
ENSG00000101935,-0.139847117,1757.18295,0.454658358
ENSG00000171606,0.084968682,915.2756695,0.45459043
ENSG00000198954,-0.105411188,1040.457047,0.454621075
ENSG00000186994,-0.183500124,78.55212418,0.454662981
ENSG00000185920,0.165873861,1806.303111,0.454595017
ENSG00000134046,-0.106076236,465.7352043,0.454754122
ENSG00000182544,0.143753558,664.0570492,0.455054981
ENSG00000154035,-0.13221712,378.7121837,0.455086017
ENSG00000034533,0.133956114,180.3195658,0.455019556
ENSG00000166183,-0.184203481,53.0313503,0.455026337
ENSG00000197358,-0.187960183,535.1933365,0.455473746
ENSG00000234537,0.188071439,83.1435276,0.455352673
ENSG00000186566,-0.07380875,2326.900111,0.455398737
ENSG00000171453,0.124498947,535.6006176,0.455443414
ENSG00000141570,0.174675357,79.17385713,0.455717154
ENSG00000131941,-0.135284324,1032.089797,0.455613162
ENSG00000160360,0.134557906,502.0919131,0.45574898
ENSG00000153885,0.128378232,1394.0899,0.455695137
ENSG00000182511,-0.176242735,178.0144343,0.455965701
ENSG00000179292,0.195924974,60.59557989,0.456018611
ENSG00000161912,-0.15289611,311.8082757,0.455950243
ENSG00000128872,0.15168748,224.932972,0.456161937
ENSG00000037749,0.114137068,1425.302462,0.456491283
ENSG00000144026,0.142862285,599.7753064,0.45649613
ENSG00000123416,-0.125488713,5234.627979,0.456483004
ENSG00000105875,0.097299248,371.014377,0.45638732
ENSG00000136160,-0.192504211,2345.666951,0.456270385
ENSG00000110090,0.177530249,266.490691,0.456508125
ENSG00000158715,0.141840884,582.1265144,0.456656311
ENSG00000260296,0.159466721,96.43801744,0.456639286
ENSG00000204466,0.175570462,332.5088829,0.456789311
ENSG00000213988,0.143770031,1072.368355,0.456885933
ENSG00000111790,0.11497097,1212.813337,0.457204216
ENSG00000198792,-0.117925956,1594.27488,0.457328487
ENSG00000086758,0.103130526,11528.00448,0.457338809
ENSG00000185947,0.159059165,714.5574574,0.457519728
ENSG00000137478,-0.148031577,373.0585028,0.457744519
ENSG00000154920,-0.13943483,526.3573381,0.457849751
ENSG00000160282,0.187948408,75.85796622,0.457820974
ENSG00000104413,-0.130607072,3684.210646,0.457775088
ENSG00000126351,-0.111196608,371.8393391,0.457888051
ENSG00000162419,-0.111611532,780.7742622,0.457923227
ENSG00000170348,0.113044307,7458.559887,0.457775864
ENSG00000156925,-0.168296393,3004.438863,0.457998185
ENSG00000115694,0.085786637,4022.181886,0.458110737
ENSG00000130201,-0.190325428,58.94505438,0.45839385
ENSG00000163884,-0.165661698,361.676789,0.458412922
ENSG00000182795,-0.122142781,135.248172,0.458217758
ENSG00000256667,0.15052292,296.3376858,0.458419122
ENSG00000115507,0.168825014,113.7781494,0.458333129
ENSG00000104859,0.121710284,1640.748575,0.45868519
ENSG00000011304,-0.096862664,12708.35952,0.458579553
ENSG00000100033,0.182912488,1891.14471,0.45857152
ENSG00000136159,-0.090946424,1211.305075,0.458703264
ENSG00000175768,0.168557633,78.43681769,0.458608568
ENSG00000075188,-0.099949832,796.6199674,0.458795645
ENSG00000257027,0.191106948,52.59886899,0.458976075
ENSG00000243566,0.191204329,61.24055672,0.459043131
ENSG00000105173,-0.125530471,741.6292274,0.458842361
ENSG00000119681,-0.138646667,115.5377435,0.459002779
ENSG00000023892,-0.179282642,169.756586,0.459046936
ENSG00000235890,0.19319842,121.3599102,0.459643168
ENSG00000198339,0.179895279,69.27511957,0.459753616
ENSG00000111727,0.171816633,74.58525962,0.45977177
ENSG00000110844,-0.114786298,650.9039062,0.459891842
ENSG00000167699,-0.098747077,1626.137806,0.459589484
ENSG00000162627,-0.140812013,502.312015,0.459875577
ENSG00000159307,0.191676897,457.5343197,0.45963896
ENSG00000164066,0.143630794,1203.093355,0.459873632
ENSG00000101144,-0.184427722,564.4869551,0.459947089
ENSG00000115310,0.127533731,11484.04772,0.46014768
ENSG00000114654,0.185017066,59.09750369,0.460466805
ENSG00000162390,0.156254608,78.5127192,0.460766587
ENSG00000151376,0.149139295,122.8280022,0.460874137
ENSG00000187764,0.122738418,2938.444886,0.460843658
ENSG00000197816,0.163603098,78.6338729,0.461054048
ENSG00000167081,-0.109980653,1318.349634,0.461233644
ENSG00000198420,0.154268074,3375.637303,0.461238384
ENSG00000167614,0.139125469,1364.747055,0.461289171
ENSG00000128881,-0.11728185,582.5858145,0.461439679
ENSG00000068120,-0.098841723,1901.113911,0.461567364
ENSG00000131467,0.124956062,3582.659219,0.461700199
ENSG00000179603,-0.190608071,96.31009568,0.461808894
ENSG00000108947,0.096442955,1099.819112,0.461942186
ENSG00000104331,0.121342834,2690.120339,0.461941768
ENSG00000160179,-0.187102186,202.9468442,0.462016277
ENSG00000168476,-0.145823124,1120.210656,0.462279625
ENSG00000136870,-0.094837977,494.8527507,0.462268108
ENSG00000107625,-0.130739068,1692.191299,0.462248102
ENSG00000250786,-0.164002834,208.7978606,0.462452419
ENSG00000073009,0.146508352,264.3254383,0.462439232
ENSG00000101544,-0.134626427,2016.418407,0.46242142
ENSG00000166492,0.144312732,164.5004152,0.462662015
ENSG00000136709,0.079695283,2869.403191,0.4626431
ENSG00000172006,-0.149795417,144.9079726,0.462777847
ENSG00000106536,0.189318494,84.25822898,0.462918014
ENSG00000159593,-0.097033395,3890.112119,0.462930454
ENSG00000165388,-0.174460068,202.5122421,0.463138636
ENSG00000244045,-0.120950021,146.4268947,0.463118272
ENSG00000184208,-0.159154644,325.1692301,0.463160049
ENSG00000136485,-0.146226217,3630.53962,0.463304197
ENSG00000153560,0.100695459,3610.635716,0.463290017
ENSG00000029364,0.094265384,1619.593266,0.463380503
ENSG00000182621,-0.177513771,269.3356259,0.46360286
ENSG00000124201,0.099804473,592.124847,0.463519662
ENSG00000116874,0.118588602,260.9070484,0.463536059
ENSG00000112293,0.170464031,175.6145091,0.463641931
ENSG00000152939,-0.150463107,743.8716897,0.463491927
ENSG00000183323,-0.153209328,245.7394169,0.463769401
ENSG00000177707,0.156854538,2239.738275,0.463895663
ENSG00000197483,-0.11851039,162.0694217,0.463893761
ENSG00000152683,0.129506143,1823.498022,0.463916328
ENSG00000176731,-0.124602703,455.8359891,0.464018666
ENSG00000127527,-0.091123681,834.7450131,0.464085093
ENSG00000198929,0.186279942,111.446783,0.464198732
ENSG00000148498,0.118094889,1890.45961,0.464423717
ENSG00000189298,-0.100076372,305.0847438,0.464455627
ENSG00000176542,0.106564722,647.0313179,0.464524182
ENSG00000260032,-0.117213315,9040.353895,0.464577661
ENSG00000128849,0.143029941,3644.457834,0.464678297
ENSG00000173575,0.128724052,3377.497897,0.464797793
ENSG00000137106,-0.096211051,1790.830964,0.464926434
ENSG00000188763,-0.124012547,161.1383039,0.464989063
ENSG00000153214,0.111273552,939.1530742,0.465069089
ENSG00000101557,-0.117788072,3463.771202,0.465285719
ENSG00000157881,0.112192199,811.3174442,0.465221925
ENSG00000145911,0.109577298,1817.608482,0.465266826
ENSG00000082684,0.127028276,2509.369726,0.465425489
ENSG00000118242,0.133619413,243.0587149,0.465417607
ENSG00000119541,-0.101228854,1064.943776,0.465791378
ENSG00000154783,-0.161515082,369.3351201,0.465757502
ENSG00000178951,-0.116319878,523.629962,0.465759136
ENSG00000179008,-0.187865822,53.25756812,0.466041542
ENSG00000197045,-0.10923096,2997.737019,0.466308036
ENSG00000138660,0.118605074,947.3798842,0.46628833
ENSG00000135900,-0.103627504,1041.99532,0.466330641
ENSG00000035664,0.167004748,83.13528828,0.466119612
ENSG00000198431,-0.132665527,3703.097264,0.46628392
ENSG00000186530,-0.162530981,345.7636945,0.466404807
ENSG00000218226,0.162289737,82.86999004,0.466507815
ENSG00000131002,0.086857936,1903.243422,0.466739941
ENSG00000172493,0.102021881,2775.942636,0.466721923
ENSG00000102978,-0.096321086,1561.508637,0.46660544
ENSG00000062650,-0.099592487,2714.992597,0.466661986
ENSG00000156398,-0.128202717,416.2993853,0.467140358
ENSG00000089902,-0.114874319,1366.627382,0.467022552
ENSG00000100181,-0.184918452,1237.324115,0.467268495
ENSG00000132383,-0.109108386,4308.32815,0.467319408
ENSG00000185989,0.119967066,675.1283429,0.46723311
ENSG00000254815,-0.191509948,61.0391286,0.466851327
ENSG00000140265,0.093758068,1240.625809,0.466998421
ENSG00000244560,0.185724963,77.25543294,0.467101219
ENSG00000127578,0.123476922,420.5229677,0.467254214
ENSG00000253352,0.10198942,6539.681557,0.467148418
ENSG00000178177,-0.114145358,703.1976415,0.467400076
ENSG00000247982,-0.158781411,47.45753761,0.467460958
ENSG00000185163,0.135691221,1180.007155,0.467512426
ENSG00000163374,-0.08893841,688.8928721,0.468052861
ENSG00000085382,-0.104892069,821.1838017,0.467852437
ENSG00000143409,0.142237282,228.9167101,0.468301015
ENSG00000122417,0.09523872,1075.710199,0.467788914
ENSG00000151136,0.126137173,254.4982358,0.468294373
ENSG00000129245,0.09218276,1046.700209,0.467897948
ENSG00000154654,-0.158021213,73.73942709,0.467656666
ENSG00000272077,-0.154519603,104.7127137,0.467988442
ENSG00000122884,0.184147557,3135.402179,0.468153965
ENSG00000178498,0.114002507,2121.889162,0.468240678
ENSG00000069667,-0.169690521,575.5415211,0.468111554
ENSG00000135643,-0.14628955,724.8306801,0.467869278
ENSG00000100014,-0.103406356,811.0309982,0.467703539
ENSG00000114120,0.140284102,4864.867038,0.468328404
ENSG00000185347,0.139771517,280.9709399,0.468279217
ENSG00000103852,-0.116613692,498.9568542,0.468441177
ENSG00000145721,0.167628265,314.3239461,0.468872672
ENSG00000234338,0.184926546,75.57556778,0.468855112
ENSG00000163605,-0.08960205,2714.11903,0.468871798
ENSG00000002549,-0.116551852,1258.953181,0.468922404
ENSG00000268225,-0.165995946,79.39057225,0.468768428
ENSG00000174891,-0.139798535,453.6945119,0.468796399
ENSG00000103067,-0.173500312,957.6886961,0.468924953
